date,AB,BC,CV,HD,POW,SB,CTM
2021-04-08,154,281,116,118,41,107,109
2021-04-09,147,268,106,121,50,104,113
2021-04-10,160,262,102,140,44,108,119
2021-04-11,161,260,129,111,46,100,95
2021-04-12,176,265,102,135,45,120,107
2021-04-13,175,268,93,136,48,125,120
2021-04-14,157,277,119,130,49,109,101
2021-04-15,182,289,123,144,50,107,129
2021-04-16,181,269,130,125,55,107,124
2021-04-17,173,241,114,128,44,107,119
2021-04-18,187,262,112,129,47,126,121
2021-04-19,152,260,106,130,46,121,135
2021-04-20,153,276,117,107,54,116,115
2021-04-21,168,264,119,136,48,123,121
2021-04-22,157,282,125,112,51,114,107
2021-04-23,154,272,118,138,42,109,118
2021-04-24,153,270,149,141,38,108,125
2021-04-25,162,285,106,142,53,109,120
2021-04-26,157,305,107,149,50,129,114
2021-04-27,172,248,97,133,52,126,109
2021-04-28,162,275,98,134,44,117,125
2021-04-29,162,265,105,138,45,133,104
2021-04-30,153,284,121,126,46,106,128
2021-05-01,172,278,116,125,43,125,125
2021-05-02,174,293,125,143,56,98,141
2021-05-03,180,269,124,119,46,123,134
2021-05-04,146,276,106,136,40,127,109
2021-05-05,147,254,104,129,48,105,107
2021-05-06,174,267,113,132,53,124,116
2021-05-07,163,270,114,142,43,120,115
2021-05-08,151,274,94,132,45,98,111
2021-05-09,166,261,112,140,43,115,119
2021-05-10,153,275,111,145,62,118,124
2021-05-11,169,254,95,124,48,106,111
2021-05-12,144,259,104,137,51,98,123
2021-05-13,170,266,82,144,37,118,92
2021-05-14,153,277,122,138,53,124,125
2021-05-15,177,270,125,143,56,128,112
2021-05-16,169,269,110,116,43,112,96
2021-05-17,169,286,111,123,48,107,96
2021-05-18,142,292,128,127,41,121,129
2021-05-19,161,253,104,131,30,110,123
2021-05-20,151,263,124,125,50,122,120
2021-05-21,169,269,103,128,34,136,122
2021-05-22,166,273,104,129,46,131,123
2021-05-23,168,268,119,139,48,111,118
2021-05-24,163,266,120,123,51,116,113
2021-05-25,148,273,144,147,58,129,123
2021-05-26,157,260,121,158,40,114,138
2021-05-27,184,274,113,151,59,132,112
2021-05-28,152,279,113,133,53,132,115
2021-05-29,158,299,115,150,56,118,135
2021-05-30,197,306,120,145,55,121,134
2021-05-31,166,324,121,155,59,110,125
2021-06-01,171,234,127,141,51,110,104
2021-06-02,141,216,90,128,44,104,92
2021-06-03,171,254,128,122,48,107,138
2021-06-04,149,268,92,147,33,110,105
2021-06-05,159,252,110,113,48,108,112
2021-06-06,126,267,110,138,39,112,116
2021-06-07,162,287,118,128,48,131,104
2021-06-08,170,251,105,146,46,121,107
2021-06-09,156,267,102,129,54,107,128
2021-06-10,151,246,132,136,43,106,99
2021-06-11,182,272,121,130,45,109,116
2021-06-12,138,271,108,132,42,123,133
2021-06-13,167,283,94,135,50,103,116
2021-06-14,141,250,102,155,48,105,96
2021-06-15,176,264,106,130,47,93,108
2021-06-16,168,249,93,121,44,109,104
2021-06-17,133,243,108,133,54,126,105
2021-06-18,145,263,109,137,40,124,106
2021-06-19,134,257,102,144,49,119,104
2021-06-20,148,254,95,134,44,103,100
2021-06-21,162,274,113,134,52,108,127
2021-06-22,162,269,108,122,47,119,110
2021-06-23,170,261,113,125,53,116,105
2021-06-24,160,259,114,128,58,102,107
2021-06-25,141,259,131,129,39,122,119
2021-06-26,171,266,100,136,47,117,121
2021-06-27,160,266,100,137,40,115,103
2021-06-28,126,252,99,125,47,116,96
2021-06-29,160,240,109,142,48,103,105
2021-06-30,147,280,106,137,57,114,124
2021-07-01,152,237,98,132,50,112,96
2021-07-02,153,272,105,124,52,125,112
2021-07-03,152,255,103,119,53,106,100
2021-07-04,138,226,87,125,42,78,99
2021-07-05,147,252,111,130,41,110,102
2021-07-06,142,230,100,130,40,104,116
2021-07-07,144,247,96,116,48,108,93
2021-07-08,160,256,116,131,39,132,88
2021-07-09,152,264,90,124,47,98,114
2021-07-10,129,239,94,125,53,131,127
2021-07-11,157,260,99,122,41,93,114
2021-07-12,127,252,86,132,48,88,103
2021-07-13,124,244,100,131,48,102,87
2021-07-14,164,235,102,132,49,110,107
2021-07-15,132,250,116,122,28,117,105
2021-07-16,134,273,110,128,41,97,110
2021-07-17,122,289,94,133,49,119,93
2021-07-18,130,231,96,123,48,89,98
2021-07-19,131,228,82,102,35,93,75
2021-07-20,151,252,99,120,47,92,86
2021-07-21,133,246,84,118,42,90,106
2021-07-22,138,287,92,124,43,95,103
2021-07-23,135,227,82,124,45,90,97
2021-07-24,147,210,95,128,39,110,104
2021-07-25,136,202,89,112,49,78,114
2021-07-26,137,215,98,104,38,84,110
2021-07-27,156,234,93,113,32,73,105
2021-07-28,141,211,90,117,36,89,86
2021-07-29,134,261,89,108,40,99,93
2021-07-30,144,262,104,130,42,109,92
2021-07-31,152,251,114,127,50,89,108
2021-08-01,162,243,103,121,40,108,100
2021-08-02,149,233,106,128,54,92,101
2021-08-03,141,240,91,123,47,100,101
2021-08-04,122,218,94,128,47,82,88
2021-08-05,140,227,95,131,47,89,82
2021-08-06,154,232,96,122,42,83,96
2021-08-07,146,242,96,119,42,77,105
2021-08-08,135,238,89,114,37,79,97
2021-08-09,139,231,101,123,42,74,96
2021-08-10,143,202,103,126,33,79,84
2021-08-11,136,212,111,102,40,106,116
2021-08-12,148,233,114,110,48,102,102
2021-08-13,154,258,112,119,46,120,110
2021-08-14,143,228,117,124,36,117,131
2021-08-15,141,217,114,110,54,60,104
2021-08-16,139,232,102,95,43,103,106
2021-08-17,130,201,118,130,44,87,96
2021-08-18,126,237,89,133,40,73,105
2021-08-19,138,209,117,111,34,98,90
2021-08-20,161,256,110,117,39,115,98
2021-08-21,122,259,121,127,41,100,110
2021-08-22,128,174,90,99,45,98,100
